orden_id;order_item_id;producto_id;vendedor_id;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
55319PK80A;A;PK80;VE2305;26.93;9.1;50001;Villavicencio;Meta
51200PC52A;A;PC52;VE7888;20.34;7.46;52435;Mallama;Nariño
78610PG51A;A;PG51;VE4002;155.28;30.32;5001;Medellin;Antioquia
41050PA52A;A;PA52;VE7147;235.06;40.89;19001;Popayan;Cauca
108436PE34A;A;PE34;VE2305;234.03;25.94;19001;Popayan;Cauca
98123PN80A;A;PN80;VE3979;364.56;18.16;8001;Barranquilla;Atlantico
37873PJ31A;A;PJ31;VE2114;105.86;3.55;50686;San juanito;Meta
6684PK39A;A;PK39;VE1019;223.8;83.11;52405;Leiva;Nariño
53686PI51A;A;PI51;VE3939;113.92;27.53;11001;Bogota d.c.;Bogota d.c.
33278PN95A;A;PN95;VE2114;25.66;0.11;52480;Nariño;Nariño
85895PI54A;A;PI54;VE3791;34.72;32.18;50686;San juanito;Meta
47644PO67A;A;PO67;VE1309;53.32;55.68;8001;Barranquilla;Atlantico
20796PP30A;A;PP30;VE6781;161.56;30.93;5001;Medellin;Antioquia
17484PH96A;A;PH96;VE6856;21.18;34.77;52411;Linares;Nariño
58092PL79B;B;PL79;VE3342;93.48;26.2;52203;Colon;Nariño
46445PC72A;A;PC72;VE3482;230.66;62.12;76001;Cali;Valle del cauca
72535PC80E;E;PC80;VE3927;110.1;30.09;54003;Abrego;Norte de santander
28869PC49A;A;PC49;VE6406;82.22;5.54;8001;Barranquilla;Atlantico
59461PT51A;A;PT51;VE4242;356.65;20.8;52210;Contadero;Nariño
12314PQ98A;A;PQ98;VE6289;4.55;0.07;19001;Popayan;Cauca
76273PA35A;A;PA35;VE5049;10.61;11.82;54003;Abrego;Norte de santander
48191PF99A;A;PF99;VE8338;20.11;19.06;8001;Barranquilla;Atlantico
102385PC99A;A;PC99;VE3062;27.69;39.67;85001;Yopal;Casanare
50202PA86A;A;PA86;VE2068;32.0;8.57;52427;Magui;Nariño
32197PN30A;A;PN30;VE3210;104.11;5.01;52001;Pasto;Nariño
102367PN35A;A;PN35;VE7866;56.97;123.81;52323;Gualmatan;Nariño
95072PH15A;A;PH15;VE7888;95.39;32.36;8001;Barranquilla;Atlantico
38074PT86B;B;PT86;VE6107;107.3;3.86;52051;Arboleda;Nariño
53099PT65A;A;PT65;VE7125;29.26;89.53;54003;Abrego;Norte de santander
71979PD51A;A;PD51;VE1019;105.03;14.99;66001;Pereira;Risaralda
91322PG86A;A;PG86;VE7125;72.25;19.25;17001;Manizales;Caldas
62184PS83A;A;PS83;VE3199;101.92;1.43;23001;Monteria;Cordoba
52673PR60A;A;PR60;VE1125;96.27;9.22;68001;Bucaramanga;Santander
81686PJ64A;A;PJ64;VE5473;49.13;6.78;94001;Inirida;Guainia
58099PA49A;A;PA49;VE7866;227.16;0.66;52427;Magui;Nariño
61012PP84A;A;PP84;VE3210;42.96;38.49;52490;Olaya herrera;Nariño
82952PK99A;A;PK99;VE3840;21.82;1.84;70001;Sincelejo;Sucre
25524PC87A;A;PC87;VE4813;137.0;3.23;86001;Mocoa;Putumayo
84743PH93A;A;PH93;VE3549;91.91;3.73;52323;Gualmatan;Nariño
63664PG25A;A;PG25;VE1340;71.55;69.37;66001;Pereira;Risaralda
45261PB44A;A;PB44;VE5109;362.34;8.88;54001;Cucuta;Norte de santander
108744PP82A;A;PP82;VE8782;38.9;3.34;52405;Leiva;Nariño
2300PN72A;A;PN72;VE2285;242.59;4.35;85001;Yopal;Casanare
106637PR60A;A;PR60;VE2740;51.52;8.05;50001;Villavicencio;Meta
48333PP58A;A;PP58;VE9769;4.47;4.24;13006;Achi;Bolivar
65514PM59A;A;PM59;VE4446;12.11;19.11;19001;Popayan;Cauca
41386PQ56A;A;PQ56;VE8455;112.14;0.94;25001;Agua de dios;Cundinamarca
89243PS96A;A;PS96;VE4454;4.84;18.55;50006;Acacias;Meta
73392PN22A;A;PN22;VE6668;253.38;1.2;27001;Quibdo;Choco
102553PS88B;B;PS88;VE5389;16.26;14.12;68001;Bucaramanga;Santander
43649PN73A;A;PN73;VE1290;54.25;41.34;52480;Nariño;Nariño
684PP33A;A;PP33;VE1830;39.32;39.81;50006;Acacias;Meta
11055PB54A;A;PB54;VE6406;230.31;16.67;13006;Achi;Bolivar
106871PP52B;B;PP52;VE2926;165.35;19.06;95001;San jose del guaviare;Guaviare
106546PJ48A;A;PJ48;VE7866;104.26;0.45;52210;Contadero;Nariño
73922PG56A;A;PG56;VE9449;44.92;95.58;50686;San juanito;Meta
109947PK53A;A;PK53;VE7882;19.89;29.87;8001;Barranquilla;Atlantico
26715PC26A;A;PC26;VE7885;8.66;4.35;66001;Pereira;Risaralda
109791PP36A;A;PP36;VE5595;26.68;4.22;70001;Sincelejo;Sucre
62286PR37A;A;PR37;VE5068;19.78;12.25;66001;Pereira;Risaralda
88749PQ64A;A;PQ64;VE7406;7.19;24.69;52323;Gualmatan;Nariño
64794PE74A;A;PE74;VE1125;209.15;0.9;54003;Abrego;Norte de santander
93036PG42A;A;PG42;VE4333;3.56;13.31;52381;La florida;Nariño
49841PH75A;A;PH75;VE2129;406.17;44.03;50006;Acacias;Meta
33370PI51A;A;PI51;VE7925;63.32;11.22;52203;Colon;Nariño
60872PR52A;A;PR52;VE9713;144.6;29.14;8001;Barranquilla;Atlantico
61786PL54A;A;PL54;VE3087;236.45;18.86;99001;Puerto carreño;Vichada
37520PT58A;A;PT58;VE8544;118.01;30.29;70001;Sincelejo;Sucre
30695PO81A;A;PO81;VE2992;8.01;8.57;17001;Manizales;Caldas
35854PS87A;A;PS87;VE4813;77.86;6.54;52411;Linares;Nariño
15557PA13B;B;PA13;VE2501;2.85;3.22;52356;Ipiales;Nariño
83266PC26A;A;PC26;VE7885;18.41;20.3;95001;San jose del guaviare;Guaviare
31306PB57A;A;PB57;VE4333;287.05;15.4;19001;Popayan;Cauca
26060PT21A;A;PT21;VE7866;225.52;2.72;52435;Mallama;Nariño
83538PG67A;A;PG67;VE8467;207.45;11.8;52356;Ipiales;Nariño
73949PS71A;A;PS71;VE8455;219.91;1.81;68001;Bucaramanga;Santander
41539PG15A;A;PG15;VE5422;36.74;23.8;52203;Colon;Nariño
39525PP19A;A;PP19;VE5681;117.86;1.86;94001;Inirida;Guainia
55520PO31A;A;PO31;VE9609;6.34;9.0;54003;Abrego;Norte de santander
99671PI48A;A;PI48;VE1558;133.13;19.46;66001;Pereira;Risaralda
27335PE79A;A;PE79;VE5229;257.09;21.11;52411;Linares;Nariño
41863PG20A;A;PG20;VE9623;5.94;12.13;52565;Providencia;Nariño
73584PR75A;A;PR75;VE3062;42.85;26.71;23001;Monteria;Cordoba
221PC87A;A;PC87;VE1125;62.24;2.0;52480;Nariño;Nariño
82125PB15B;B;PB15;VE3166;116.55;8.82;54003;Abrego;Norte de santander
21391PA45A;A;PA45;VE3797;246.98;7.32;97001;Mitu;Vaupes
101117PR50A;A;PR50;VE5999;73.51;6.55;76001;Cali;Valle del cauca
57450PL56A;A;PL56;VE2501;131.14;17.17;86001;Mocoa;Putumayo
31286PC66A;A;PC66;VE4179;12.72;15.45;5002;Abejorral;Antioquia
96878PG83A;A;PG83;VE2941;326.97;23.88;91001;Leticia;Amazonas
87811PC80A;A;PC80;VE7016;383.82;81.63;52001;Pasto;Nariño
31875PR37A;A;PR37;VE7960;101.93;8.13;52083;Belen;Nariño
22991PH30A;A;PH30;VE6646;38.29;73.81;68001;Bucaramanga;Santander
33762PK28A;A;PK28;VE3199;90.01;2.28;52405;Leiva;Nariño
14515PA25A;A;PA25;VE5422;163.91;36.21;52051;Arboleda;Nariño
45402PO93A;A;PO93;VE4481;27.55;31.65;52480;Nariño;Nariño
65334PI29A;A;PI29;VE5926;38.76;1.01;52210;Contadero;Nariño
14112PQ53A;A;PQ53;VE1830;325.59;2.4;11001;Bogota d.c.;Bogota d.c.
42829PB26B;B;PB26;VE1307;41.24;1.85;81001;Arauca;Arauca
90031PN38A;A;PN38;VE4813;106.96;8.11;50683;San juan de arama;Meta
110586PJ47A;A;PJ47;VE9609;134.75;44.5;18001;Florencia;Caqueta
20539PE12A;A;PE12;VE2501;246.17;11.17;50006;Acacias;Meta
72449PP63C;C;PP63;VE9555;56.48;19.35;52473;Mosquera;Nariño
29804PN32A;A;PN32;VE5109;40.62;22.37;52051;Arboleda;Nariño
70979PF40A;A;PF40;VE8544;148.16;25.1;50686;San juanito;Meta
28468PB76A;A;PB76;VE8634;101.55;111.74;52427;Magui;Nariño
56631PF45B;B;PF45;VE9623;148.79;4.07;52323;Gualmatan;Nariño
7449PB25A;A;PB25;VE3979;604.37;11.25;76001;Cali;Valle del cauca
58411PT34A;A;PT34;VE2012;56.96;4.58;5001;Medellin;Antioquia
99385PG89A;A;PG89;VE4002;37.24;2.97;52473;Mosquera;Nariño
77PG60B;B;PG60;VE8975;625.23;29.66;50686;San juanito;Meta
509PO40A;A;PO40;VE3199;12.86;10.68;17001;Manizales;Caldas
7989PS32A;A;PS32;VE8160;154.86;2.77;52560;Potosi;Nariño
25024PD21A;A;PD21;VE5979;221.01;7.89;66001;Pereira;Risaralda
31278PC15A;A;PC15;VE1830;241.23;28.95;5002;Abejorral;Antioquia
71522PS63A;A;PS63;VE4502;70.56;10.12;50001;Villavicencio;Meta
72960PO23A;A;PO23;VE7885;77.51;1.9;52490;Olaya herrera;Nariño
37462PH14A;A;PH14;VE3689;97.81;21.88;70001;Sincelejo;Sucre
446PC22A;A;PC22;VE3689;190.23;21.41;54003;Abrego;Norte de santander
55544PK11A;A;PK11;VE3087;339.99;9.92;50001;Villavicencio;Meta
11695PQ49A;A;PQ49;VE3840;92.98;18.21;52480;Nariño;Nariño
102262PL34A;A;PL34;VE1988;3.62;1.67;23001;Monteria;Cordoba
106670PM11A;A;PM11;VE5926;81.28;17.85;13006;Achi;Bolivar
68434PN30A;A;PN30;VE2941;53.49;14.31;5002;Abejorral;Antioquia
47755PO96A;A;PO96;VE5389;9.23;25.64;52405;Leiva;Nariño
17206PS52A;A;PS52;VE6032;158.74;18.43;52323;Gualmatan;Nariño
22407PI77A;A;PI77;VE5783;128.51;6.13;91001;Leticia;Amazonas
28625PS27A;A;PS27;VE3791;228.21;1.91;54003;Abrego;Norte de santander
87624PC87A;A;PC87;VE7147;19.94;2.8;52540;Policarpa;Nariño
43348PJ10B;B;PJ10;VE9769;101.34;10.29;50001;Villavicencio;Meta
35714PL87B;B;PL87;VE3062;112.66;78.47;52381;La florida;Nariño
91889PC36A;A;PC36;VE3955;226.37;109.19;52210;Contadero;Nariño
22758PL55A;A;PL55;VE8695;112.23;35.62;52427;Magui;Nariño
11892PE31A;A;PE31;VE3420;475.88;19.79;11001;Bogota d.c.;Bogota d.c.
84402PQ82A;A;PQ82;VE2056;21.91;3.23;52381;La florida;Nariño
70659PN55A;A;PN55;VE6668;156.38;4.03;52381;La florida;Nariño
88898PL89A;A;PL89;VE3797;29.73;14.2;25001;Agua de dios;Cundinamarca
103610PI48B;B;PI48;VE5595;154.84;3.37;70001;Sincelejo;Sucre
82651PD79D;D;PD79;VE4489;2.94;15.5;52480;Nariño;Nariño
59074PP91A;A;PP91;VE2114;266.1;14.04;13006;Achi;Bolivar
40969PJ75A;A;PJ75;VE9769;46.98;11.01;25001;Agua de dios;Cundinamarca
90360PT65A;A;PT65;VE2941;123.7;10.69;54003;Abrego;Norte de santander
66576PN33A;A;PN33;VE6608;334.31;36.35;85001;Yopal;Casanare
112369PJ90B;B;PJ90;VE2926;109.43;13.3;68001;Bucaramanga;Santander
43570PD96A;A;PD96;VE7671;326.73;3.82;50683;San juan de arama;Meta
65510PT27A;A;PT27;VE3166;465.79;10.24;52399;La union;Nariño
37114PL85A;A;PL85;VE3797;136.27;10.14;5001;Medellin;Antioquia
98588PJ95A;A;PJ95;VE3880;45.22;2.31;52210;Contadero;Nariño
59756PK82A;A;PK82;VE4277;80.39;24.36;52480;Nariño;Nariño
90881PP68A;A;PP68;VE5068;128.84;23.15;47001;Santa marta;Magdalena
4372PS97A;A;PS97;VE5049;19.1;8.41;50686;San juanito;Meta
118PR23A;A;PR23;VE1211;16.29;32.67;50686;San juanito;Meta
60100PD27B;B;PD27;VE1033;26.89;5.66;50683;San juan de arama;Meta
20388PQ38A;A;PQ38;VE3166;10.51;14.34;95001;San jose del guaviare;Guaviare
81195PG41A;A;PG41;VE5049;137.39;1.56;17001;Manizales;Caldas
72761PK51A;A;PK51;VE8722;125.19;19.14;52427;Magui;Nariño
54816PL30A;A;PL30;VE3420;26.79;4.17;66001;Pereira;Risaralda
58201PT17A;A;PT17;VE7882;4.55;56.57;52210;Contadero;Nariño
8204PO74A;A;PO74;VE6422;3.3;3.15;99001;Puerto carreño;Vichada
99712PQ62A;A;PQ62;VE6294;161.83;14.98;94001;Inirida;Guainia
72078PK55A;A;PK55;VE1340;48.71;29.65;50686;San juanito;Meta
69404PC96A;A;PC96;VE9912;4.91;18.2;73001;Ibague;Tolima
107137PE97A;A;PE97;VE6785;183.73;14.03;76001;Cali;Valle del cauca
61503PF77A;A;PF77;VE9276;19.03;5.67;52356;Ipiales;Nariño
31416PS81A;A;PS81;VE8722;229.3;3.68;50001;Villavicencio;Meta
33139PD19A;A;PD19;VE6106;200.45;29.32;52051;Arboleda;Nariño
3893PF78A;A;PF78;VE2738;209.41;17.05;50001;Villavicencio;Meta
39805PL91A;A;PL91;VE5149;0.57;22.58;52405;Leiva;Nariño
30760PC25A;A;PC25;VE9449;31.16;36.84;18001;Florencia;Caqueta
7585PL77A;A;PL77;VE6060;127.92;2.95;52385;La llanada;Nariño
54549PQ26B;B;PQ26;VE5389;182.14;20.67;76001;Cali;Valle del cauca
55567PQ81A;A;PQ81;VE3342;270.94;2.97;52381;La florida;Nariño
97354PI62A;A;PI62;VE2770;309.61;13.37;66001;Pereira;Risaralda
21701PR90A;A;PR90;VE6608;77.62;2.15;66001;Pereira;Risaralda
103955PH57A;A;PH57;VE7926;254.5;1.19;52001;Pasto;Nariño
67268PI45A;A;PI45;VE6571;84.95;11.41;50686;San juanito;Meta
9883PL66A;A;PL66;VE5595;1.89;4.49;52435;Mallama;Nariño
34647PN46A;A;PN46;VE8925;253.7;21.82;52411;Linares;Nariño
69114PE86A;A;PE86;VE6294;228.07;6.44;52480;Nariño;Nariño
66474PL80A;A;PL80;VE1206;36.14;30.58;54001;Cucuta;Norte de santander
1040PH25A;A;PH25;VE3791;409.52;58.07;27001;Quibdo;Choco
1233PH51A;A;PH51;VE5999;112.08;70.94;94001;Inirida;Guainia
5795PO48A;A;PO48;VE3791;121.0;43.94;91001;Leticia;Amazonas
16282PE84B;B;PE84;VE4937;57.24;35.79;52411;Linares;Nariño
101009PJ50A;A;PJ50;VE8338;29.89;5.99;52083;Belen;Nariño
49199PB70A;A;PB70;VE2305;82.1;14.46;52520;Francisco pizarro;Nariño
79981PG63A;A;PG63;VE2740;29.54;0.44;54003;Abrego;Norte de santander
76637PD24B;B;PD24;VE5929;120.93;2.39;97001;Mitu;Vaupes
110880PH35A;A;PH35;VE7960;51.72;19.22;8001;Barranquilla;Atlantico
64117PE27A;A;PE27;VE5068;5.48;40.06;52210;Contadero;Nariño
51570PI59C;C;PI59;VE8925;55.65;5.75;52405;Leiva;Nariño
101932PM27A;A;PM27;VE7495;22.39;20.16;81001;Arauca;Arauca
1712PE67A;A;PE67;VE4481;74.14;14.01;8001;Barranquilla;Atlantico
109685PB25A;A;PB25;VE2233;62.53;72.5;18001;Florencia;Caqueta
90794PE51A;A;PE51;VE6060;87.92;83.26;52435;Mallama;Nariño
964PN93D;D;PN93;VE7926;137.95;44.49;97001;Mitu;Vaupes
91437PQ99A;A;PQ99;VE7204;112.61;49.95;81001;Arauca;Arauca
48945PA68A;A;PA68;VE5929;233.78;5.06;23001;Monteria;Cordoba
49907PP32A;A;PP32;VE7348;225.93;10.18;52356;Ipiales;Nariño
18089PM12B;B;PM12;VE3549;185.71;55.96;50006;Acacias;Meta
81668PL64A;A;PL64;VE6668;100.96;22.83;52435;Mallama;Nariño
17446PE91A;A;PE91;VE3482;119.61;2.18;44001;Riohacha;La guajira
50936PQ17A;A;PQ17;VE2456;29.06;7.2;66001;Pereira;Risaralda
8993PC54A;A;PC54;VE9912;165.32;16.96;76001;Cali;Valle del cauca
60101PR88A;A;PR88;VE7503;267.28;4.3;52427;Magui;Nariño
67733PI79B;B;PI79;VE2887;192.96;5.3;85001;Yopal;Casanare
106519PJ38A;A;PJ38;VE3939;187.9;5.17;17001;Manizales;Caldas
52821PM57B;B;PM57;VE2285;84.09;36.23;5001;Medellin;Antioquia
19300PS74A;A;PS74;VE2715;42.45;32.5;52323;Gualmatan;Nariño
62590PN94A;A;PN94;VE3840;41.68;13.05;76001;Cali;Valle del cauca
70886PR80A;A;PR80;VE6406;2.06;7.56;18001;Florencia;Caqueta
50941PE98A;A;PE98;VE5595;71.09;0.42;52490;Olaya herrera;Nariño
24133PH38A;A;PH38;VE3806;239.9;7.44;19001;Popayan;Cauca
66618PD41A;A;PD41;VE1206;175.22;4.18;50001;Villavicencio;Meta
41057PE96A;A;PE96;VE3199;13.46;41.19;52323;Gualmatan;Nariño
45922PF81A;A;PF81;VE8486;31.69;19.3;52490;Olaya herrera;Nariño
93334PS38A;A;PS38;VE4454;440.81;35.5;52399;La union;Nariño
93581PR74B;B;PR74;VE5681;115.31;3.2;52240;Chachagui;Nariño
62159PI34A;A;PI34;VE5783;90.51;7.78;52210;Contadero;Nariño
55480PR47A;A;PR47;VE8634;70.97;31.22;52051;Arboleda;Nariño
6007PG60F;F;PG60;VE1309;27.75;22.57;50001;Villavicencio;Meta
80499PA65A;A;PA65;VE2456;316.97;24.21;52385;La llanada;Nariño
83855PB61A;A;PB61;VE6777;71.73;4.75;52385;La llanada;Nariño
34602PS23A;A;PS23;VE2980;86.28;2.99;17001;Manizales;Caldas
58072PK65A;A;PK65;VE5999;8.32;20.73;76001;Cali;Valle del cauca
82073PA34B;B;PA34;VE5090;257.22;25.67;54003;Abrego;Norte de santander
8707PK99A;A;PK99;VE3880;225.51;8.96;70001;Sincelejo;Sucre
5700PC26A;A;PC26;VE6495;391.18;24.61;50006;Acacias;Meta
77664PK82A;A;PK82;VE2887;94.38;18.0;52079;Barbacoas;Nariño
100199PE25A;A;PE25;VE7211;9.07;12.18;25001;Agua de dios;Cundinamarca
67419PB80A;A;PB80;VE2821;156.95;1.1;52001;Pasto;Nariño
58805PD59A;A;PD59;VE8692;14.91;12.93;95001;San jose del guaviare;Guaviare
698PP42A;A;PP42;VE7066;40.52;9.22;52418;Los andes;Nariño
38513PT77A;A;PT77;VE3880;89.75;8.9;8001;Barranquilla;Atlantico
1994PN66A;A;PN66;VE7495;83.18;0.83;5002;Abejorral;Antioquia
1564PA53A;A;PA53;VE6785;7.27;27.12;52565;Providencia;Nariño
109867PA28A;A;PA28;VE8782;16.38;21.28;52323;Gualmatan;Nariño
8918PF60A;A;PF60;VE4446;150.08;48.04;68001;Bucaramanga;Santander
20404PR50A;A;PR50;VE6785;11.28;1.48;5001;Medellin;Antioquia
57684PI27A;A;PI27;VE6646;20.22;22.73;95001;San jose del guaviare;Guaviare
31392PP44A;A;PP44;VE4436;61.75;16.41;52480;Nariño;Nariño
54751PK13A;A;PK13;VE6108;39.44;6.24;54003;Abrego;Norte de santander
26834PG46A;A;PG46;VE3292;150.21;0.32;54003;Abrego;Norte de santander
84216PG58A;A;PG58;VE1211;21.15;1.05;52323;Gualmatan;Nariño
13563PG45A;A;PG45;VE2992;139.47;0.4;17001;Manizales;Caldas
37304PI92A;A;PI92;VE5068;270.73;51.02;17001;Manizales;Caldas
6207PI94A;A;PI94;VE6106;29.88;15.2;15001;Tunja;Boyaca
36301PO64A;A;PO64;VE3482;80.17;3.01;50686;San juanito;Meta
6218PK43A;A;PK43;VE9276;1.29;91.13;15001;Tunja;Boyaca
91787PH75A;A;PH75;VE3342;36.59;11.81;76001;Cali;Valle del cauca
8211PD44A;A;PD44;VE8338;72.34;19.26;52435;Mallama;Nariño
73218PO85A;A;PO85;VE8338;92.59;4.47;52051;Arboleda;Nariño
8665PL59A;A;PL59;VE6107;143.08;34.78;52207;Consaca;Nariño
46878PT53A;A;PT53;VE1340;27.13;68.84;97001;Mitu;Vaupes
24902PC18A;A;PC18;VE7866;170.03;0.68;97001;Mitu;Vaupes
64362PE52A;A;PE52;VE6856;254.45;7.26;52323;Gualmatan;Nariño
32800PM14A;A;PM14;VE3791;1.39;104.96;52079;Barbacoas;Nariño
57368PA55A;A;PA55;VE1492;40.39;72.06;66001;Pereira;Risaralda
82193PN22B;B;PN22;VE4277;230.51;12.76;17001;Manizales;Caldas
74245PI10A;A;PI10;VE3689;282.34;27.41;23001;Monteria;Cordoba
37207PG42A;A;PG42;VE7338;19.97;36.28;50001;Villavicencio;Meta
111208PT54A;A;PT54;VE3979;69.01;2.97;52540;Policarpa;Nariño
55519PN42A;A;PN42;VE1204;39.41;22.4;5002;Abejorral;Antioquia
29174PP72A;A;PP72;VE9170;274.82;18.14;50006;Acacias;Meta
33346PA38A;A;PA38;VE5149;11.6;7.47;27001;Quibdo;Choco
70969PP34A;A;PP34;VE9170;290.02;21.25;54003;Abrego;Norte de santander
83471PE63A;A;PE63;VE9864;73.81;23.37;52473;Mosquera;Nariño
47870PN38A;A;PN38;VE7348;112.33;3.29;76001;Cali;Valle del cauca
36501PP10A;A;PP10;VE1211;4.94;12.67;54001;Cucuta;Norte de santander
21169PB11A;A;PB11;VE2980;43.33;11.31;52385;La llanada;Nariño
93947PI74B;B;PI74;VE3482;602.12;0.92;5001;Medellin;Antioquia
15587PM45A;A;PM45;VE8782;108.34;10.14;66001;Pereira;Risaralda
33622PO47A;A;PO47;VE5422;9.48;32.43;66001;Pereira;Risaralda
32640PG65A;A;PG65;VE3979;9.26;15.37;52203;Colon;Nariño
104255PJ47A;A;PJ47;VE7406;24.4;15.91;5002;Abejorral;Antioquia
104239PL42A;A;PL42;VE9946;121.59;3.98;52560;Potosi;Nariño
8178PH19A;A;PH19;VE2715;13.54;15.92;52381;La florida;Nariño
93972PM63D;D;PM63;VE8568;110.92;21.76;52405;Leiva;Nariño
55580PD75A;A;PD75;VE3806;111.85;1.74;73001;Ibague;Tolima
4173PM85A;A;PM85;VE1266;92.99;8.56;81001;Arauca;Arauca
29273PM13A;A;PM13;VE3482;107.67;2.05;52323;Gualmatan;Nariño
18503PD69A;A;PD69;VE1019;103.17;30.36;52480;Nariño;Nariño
100676PD96A;A;PD96;VE9530;265.34;18.06;52427;Magui;Nariño
27053PH45B;B;PH45;VE4502;156.04;19.67;52405;Leiva;Nariño
59561PG51A;A;PG51;VE9170;18.49;2.35;52411;Linares;Nariño
49738PP48A;A;PP48;VE7495;58.91;1.89;50006;Acacias;Meta
108852PC54A;A;PC54;VE3062;1.87;2.72;52480;Nariño;Nariño
60010PC79A;A;PC79;VE4002;106.33;22.99;13001;Cartagena;Bolivar
85420PM99A;A;PM99;VE6535;23.12;0.93;11001;Bogota d.c.;Bogota d.c.
60104PB58A;A;PB58;VE3791;211.88;8.55;66001;Pereira;Risaralda
36253PL57A;A;PL57;VE2738;55.63;12.51;52427;Magui;Nariño
109368PH11B;B;PH11;VE1204;176.01;74.38;52207;Consaca;Nariño
111347PG68A;A;PG68;VE8455;23.96;16.53;52378;La cruz;Nariño
63902PE13A;A;PE13;VE1830;246.03;13.94;17001;Manizales;Caldas
48610PL95A;A;PL95;VE5999;48.86;5.71;17001;Manizales;Caldas
93254PR37A;A;PR37;VE2942;128.14;63.04;52210;Contadero;Nariño
36855PN31A;A;PN31;VE5389;27.36;2.2;70001;Sincelejo;Sucre
65414PT21A;A;PT21;VE7926;102.21;3.15;50001;Villavicencio;Meta
98364PI21A;A;PI21;VE3342;69.24;58.22;52110;Buesaco;Nariño
44625PT66A;A;PT66;VE5926;42.29;6.06;8001;Barranquilla;Atlantico
90657PM57A;A;PM57;VE4481;26.68;27.46;5002;Abejorral;Antioquia
30072PA29A;A;PA29;VE9449;72.8;12.0;50001;Villavicencio;Meta
14607PG38A;A;PG38;VE8925;46.93;23.78;76001;Cali;Valle del cauca
108030PI64A;A;PI64;VE4333;124.07;4.86;41006;Acevedo;Huila
34101PK53A;A;PK53;VE4242;60.37;17.56;52520;Francisco pizarro;Nariño
97490PL48A;A;PL48;VE8160;26.55;68.28;52490;Olaya herrera;Nariño
21027PQ42A;A;PQ42;VE5445;34.53;33.63;27001;Quibdo;Choco
99706PN81A;A;PN81;VE3549;175.25;5.28;52323;Gualmatan;Nariño
15991PI73A;A;PI73;VE9609;56.89;3.13;76001;Cali;Valle del cauca
91730PH34A;A;PH34;VE9530;113.04;10.79;76001;Cali;Valle del cauca
63076PN36A;A;PN36;VE1206;22.53;16.54;50686;San juanito;Meta
57425PM75A;A;PM75;VE1492;85.63;22.64;19001;Popayan;Cauca
33870PI14A;A;PI14;VE9864;76.05;50.61;52473;Mosquera;Nariño
21974PD50A;A;PD50;VE3292;2.91;5.96;52378;La cruz;Nariño
23573PN73A;A;PN73;VE5783;122.47;13.94;52427;Magui;Nariño
59155PB34A;A;PB34;VE7671;345.17;9.23;68001;Bucaramanga;Santander
97046PA14A;A;PA14;VE8494;137.46;1.33;81001;Arauca;Arauca
89332PI67A;A;PI67;VE2456;150.08;6.79;27001;Quibdo;Choco
12568PI62A;A;PI62;VE1340;83.01;25.31;50001;Villavicencio;Meta
74402PD34A;A;PD34;VE2992;58.91;20.09;52480;Nariño;Nariño
37392PP76A;A;PP76;VE6406;11.43;4.25;54003;Abrego;Norte de santander
20156PD59A;A;PD59;VE6289;119.86;8.13;13006;Achi;Bolivar
56190PB86A;A;PB86;VE8722;202.93;24.13;52381;La florida;Nariño
78579PR96A;A;PR96;VE5929;86.53;0.56;50686;San juanito;Meta
59118PP66A;A;PP66;VE5595;147.43;16.66;52540;Policarpa;Nariño
44354PF62A;A;PF62;VE2887;381.34;48.71;50683;San juan de arama;Meta
18539PI10A;A;PI10;VE6106;29.38;10.8;54003;Abrego;Norte de santander
50780PC29A;A;PC29;VE3199;48.31;8.09;19001;Popayan;Cauca
27221PC90A;A;PC90;VE3210;143.12;24.24;44001;Riohacha;La guajira
60102PB23A;A;PB23;VE8699;137.06;19.25;81001;Arauca;Arauca
26781PF52A;A;PF52;VE2887;7.48;6.4;52411;Linares;Nariño
42086PP27A;A;PP27;VE3276;318.68;19.97;5002;Abejorral;Antioquia
39709PB49A;A;PB49;VE3276;233.67;26.61;54003;Abrego;Norte de santander
86993PP65A;A;PP65;VE2821;2.62;2.89;52565;Providencia;Nariño
56898PP35A;A;PP35;VE5926;65.14;3.78;54003;Abrego;Norte de santander
11399PP99A;A;PP99;VE7503;582.36;2.13;50006;Acacias;Meta
53841PQ77A;A;PQ77;VE4829;204.72;48.6;88001;San andres;San andres
96614PQ87A;A;PQ87;VE5783;248.04;1.47;52203;Colon;Nariño
65539PM53A;A;PM53;VE4580;27.56;48.06;50001;Villavicencio;Meta
731PF86A;A;PF86;VE6646;22.0;51.2;52323;Gualmatan;Nariño
49494PR96B;B;PR96;VE1206;199.26;9.06;11001;Bogota d.c.;Bogota d.c.
62127PT43A;A;PT43;VE9623;23.61;21.0;50683;San juan de arama;Meta
88106PK11A;A;PK11;VE8486;61.94;27.07;17001;Manizales;Caldas
88751PN36A;A;PN36;VE3199;22.04;20.29;66001;Pereira;Risaralda
52171PB82A;A;PB82;VE5738;98.06;17.77;76001;Cali;Valle del cauca
57486PR20A;A;PR20;VE1988;230.12;2.24;50686;San juanito;Meta
76503PA44A;A;PA44;VE1019;114.85;4.74;44001;Riohacha;La guajira
