orden_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto;volumen_cm3_producto
59756PK82A-A;PK82;VE4277;15/08/2017 18:06;80.39;24.36;52480;Nariño;Nariño;Deportes;13;19;28;1433;17;28;18;8568
17905PA10A-A;PA10;VE4937;17/11/2017 0:16;92.34;12.61;52323;Gualmatan;Nariño;Electrodomésticos;34;13;0;50;38;25;10;0
83766PS71A-A;PS71;VE7926;6/09/2017 22:03;232.07;5.16;52203;Colon;Nariño;Carnicería;2;18;14;6139;36;1;26;936
9754PD83E-E;PD83;VE8338;1/05/2018 20:56;31.67;8.91;52411;Linares;Nariño;Celulares;35;10;21;3883;52;28;26;37856
40678PK14A-A;PK14;VE7338;19/02/2018 20:20;111.95;3.93;52399;La union;Nariño;Deportes;4;32;16;708;33;35;15;17325
8900PS57A-A;PS57;VE2233;27/11/2017 17:10;109.18;52.68;52323;Gualmatan;Nariño;Carnicería;39;25;29;3455;25;21;9;4725
72152PR46A-A;PR46;VE5389;20/06/2018 3:16;-21.35;76.18;52405;Leiva;Nariño;Frutas y verduras;17;37;1;3332;35;20;36;25200
55766PB41A-A;PB41;VE3743;10/01/2018 2:52;141.37;11.4;52385;La llanada;Nariño;Ropa de adultos;16;17;15;338;40;25;17;17000
104450PS82A-A;PS82;VE8325;17/09/2017 6:45;351.78;40.9;52203;Colon;Nariño;Carnicería;10;7;20;1457;13;16;48;9984
61699PR84A-A;PR84;VE3877;29/03/2018 8:58;110.07;18.7;52427;Magui;Nariño;Frutas y verduras;13;15;32;274;22;13;44;12584
15629PK74A-A;PK74;VE6571;22/03/2018 2:58;122.04;3.49;52381;La florida;Nariño;Deportes;4;31;12;7435;41;8;22;7216
27370PD36A-A;PD36;VE6971;14/07/2017 3:13;78.53;3.77;52480;Nariño;Nariño;Celulares;27;7;7;968;37;26;16;15392
7271PD30A-A;PD30;VE3482;2/08/2017 14:45;231.71;0.33;52473;Mosquera;Nariño;Celulares;17;15;27;24;47;3;31;0
17843PS70A-A;PS70;VE7926;8/02/2018 6:49;45.32;24.31;52210;Contadero;Nariño;Carnicería;28;37;39;5948;19;16;32;0
78067PA94A-A;PA94;VE5109;25/08/2017 18:50;76.8;5.21;52560;Potosi;Nariño;Electrodomésticos;33;30;21;2218;21;19;20;0
110321PA81A-A;PA81;VE4052;31/03/2018 9:26;-125.17;12.32;52565;Providencia;Nariño++;Electrodomésticos;19;4;25;926;54;38;4;8208
53154PB70A-A;PB70;VE2738;30/11/2017 5:31;82.79;41.8;5004;Abriaqui;Antioquia;Ropa de adultos;28;32;17;63;36;41;31;45756
21169PB11A-A;PB11;VE2980;14/06/2018 21:17;43.33;11.31;52385;La llanada;Nariño;Ropa de adultos;27;14;28;841;41;2;21;1722
27159PK25A-A;PK25;VE6108;16/05/2018 2:33;17.94;45.09;52210;Contadero;Nariño;Deportes;23;8;13;1409;1;21;15;315
64020PA40A-A;PA40;VE4365;2/01/2018 8:19;170.11;26.53;52210;Contadero;Nariño;Electrodomésticos;26;37;19;187;1;28;29;812
81430PS30A-A;PS30;VE5149;6/09/2017 0:34;-21.85;1.0;52240;Chachagui;Nariño;Carnicería;38;18;23;2932;25;24;8;4800
92187PD10A-A;PD10;VE3210;3/05/2018 19:06;21.32;24.98;52207;Consaca;Nariño;Celulares;0;2;6;3568;34;10;9;3060
1112PR88A-A;PR88;VE7406;29/11/2017 5:11;58.83;62.52;52411;Linares;Nariño;Frutas y verduras;34;20;32;465;54;37;21;41958
25970PB91A-A;PB91;VE7960;1/05/2018 3:51;32.3;15.82;52207;Consaca;Nariño++;Ropa de adultos;33;17;3;2204;38;20;14;10640
103886PR10A-A;PR10;VE6777;22/04/2018 18:41;229.62;7.07;52323;Gualmatan;Nariño;Frutas y verduras;1;26;25;47;45;10;19;8550
50223PA74A-A;PA74;VE6541;27/02/2257 14:19;224.85;44.04;52427;Magui;Nariño;Electrodomésticos;27;22;23;2855;20;8;34;5440
84577PR89A-A;PR89;VE7016;24/08/2017 21:38;607.14;44.32;52490;Olaya herrera;Nariño;Frutas y verduras;29;22;15;2823;25;25;39;24375
32734PD70A-A;PD70;VE7926;5/12/2017 18:05;210.86;46.33;52560;Potosi;Nariño;Celulares;22;36;30;5093;16;13;43;8944
93503PB26A-A;PB26;VE3877;22/10/1901 20:52;249.74;1.72;52378;La cruz;Nariño;Ropa de adultos;8;33;39;1033;23;4;35;3220
44294PB41A-A;PB41;VE2456;28/08/2017 17:07;9.89;11.69;5002;Abejorral;Antioquia;Ropa de adultos;2;40;18;5044;47;26;33;40326
30652PK34A-A;PK34;VE8699;12/12/2017 18:13;64.44;4.53;5001;Medellin;Antioquia;Deportes;7;2;35;3140;10;13;52;6760
40978PD32A-A;PD32;VE4277;7/11/2017 15:13;40.59;6.84;52381;La florida;Nariño;Celulares;37;24;1;1056;18;26;28;13104
59309PD20A-A;PD20;VE7960;9/02/2018 13:53;417.22;12.24;52411;Linares;Nariño;Celulares;36;32;21;2399;22;22;32;15488
43307PK76A-A;PK76;VE2738;23/02/2018 5:04;81.05;92.41;52565;Providencia;Nariño;Deportes;37;14;40;1986;7;8;15;840
79410PA79A-A;PA79;VE8325;15/03/2018 8:00;-173.61;20.03;52411;Linares;Nariño;Electrodomésticos;14;37;40;139;33;2;30;0
14402PK62A-A;PK62;VE5473;19/07/2017 23:49;148.29;;52001;Pasto;Nariño;;39;37;24;4486;17;9;30;4590
16311PD72A-A;PD72;VE2056;13/05/2018 13:35;50.01;55.84;52473;Mosquera;Nariño;Celulares;5;27;40;396;74;33;14;34188
16757PB14A-A;PB14;VE5068;16/06/2018 15:46;85.43;28.79;52427;Magui;Nariño;Ropa de adultos;33;7;25;1141;40;22;25;22000
15660PR43A-A;PR43;VE3791;24/12/2017 8:34;311.04;32.89;52210;Contadero;Nariño;Frutas y verduras;13;24;0;2299;9;9;26;2106
45936PA74B-B;PA74;VE1830;13/02/2018 9:21;113.04;;52210;Contadero;Nariño;;19;2;16;6280;35;39;42;57330
9152PB32A-A;PB32;VE1637;7/10/2017 4:39;656.72;12.33;52427;Magui;Nariño;Ropa de adultos;28;13;33;273;43;13;37;20683
46284PK79A-A;PK79;VE3292;24/02/2018 14:12;13.16;3.6;52385;La llanada;Nariño;Deportes;5;29;15;1146;44;25;14;15400
18379PD12A-A;PD12;VE9434;18/12/2017 10:52;53.55;8.91;52506;Ospina;Nariño;Celulares;16;11;3;2474;13;19;7;1729
30363PD73A-A;PD73;VE2129;24/05/2018 15:36;78.46;;52323;Gualmatan;Nariño;;31;22;27;1288;17;52;32;28288
87614PD33B-B;PD33;VE3880;26/04/2018 21:55;106.28;3.13;52323;Gualmatan;Nariño;Celulares;30;39;4;1407;21;15;32;10080
22595PD26A-A;PD26;VE4002;10/11/2017 22:00;27.24;8.75;52418;Los andes;Nariño;Celulares;14;3;16;4699;48;12;47;27072
97455PR29A-A;PR29;VE5993;18/02/2018 13:30;52.22;19.12;5001;Medellin;Antioquia;Frutas y verduras;5;22;9;704;46;15;17;11730
91776PK27A-A;PK27;VE3743;7/01/2018 19:17;197.16;17.18;52480;Nariño;Nariño;Deportes;3;6;15;3382;15;39;37;21645
79930PK56A-A;PK56;VE8494;7/03/2018 12:46;12.16;2.28;52427;Magui;Nariño;Deportes;26;36;9;1206;47;11;31;16027
30372PB93A-A;PB93;VE3549;8/02/2257 2:16;33.61;0.27;52001;Pasto;Nariño;Ropa_de_adultos;26;31;11;2379;25;5;16;2000
6039PB59A-A;PB59;VE4580;30/12/2017 23:32;59.07;14.27;52323;Gualmatan;Nariño;Ropa de adultos;11;13;9;321;62;29;31;55738
16641PR44A-A;PR44;VE8692;13/09/2017 17:44;108.1;4.85;52210;Contadero;Nariño;Frutas y verduras;21;23;15;4346;2;44;31;2728
14675PA51A-A;PA51;VE6032;16/09/2017 19:48;10.19;23.83;52051;Arboleda;Nariño;Electrodomésticos;1;19;13;2395;44;33;19;27588
90851PD51A-A;PD51;VE3420;19/08/2017 14:47;102.97;42.56;52001;Pasto;Nariño;Celulares;33;29;36;25;35;8;42;11760
44618PR29A-A;PR29;VE5926;7/01/2018 16:50;348.79;;52356;Ipiales;Nariño;;3;29;24;1040;12;7;19;1596
19709PB48A-A;PB48;VE7885;30/07/2017 4:59;9.74;8.75;52480;Nariño;Nariño;Ropa de adultos;15;32;27;2680;30;35;1;1050
88530PD93A-A;PD93;VE1307;14/08/2017 23:04;125.62;5.18;52435;Mallama;Nariño;Celulares;12;19;27;1152;34;8;33;8976
58368PD59A-A;PD59;VE5993;1/08/2017 15:58;295.3;3.08;52490;Olaya herrera;Nariño;Celulares;9;10;17;976;19;17;18;5814
107950PD91C-C;PD91;VE5445;20/12/2017 23:08;181.7;38.35;52473;Mosquera;Nariño;Celulares;29;17;14;602;30;6;22;3960
45494PK34B-B;PK34;VE5149;9/03/2018 8:03;58.18;8.54;5001;Medellin;Antioquia;Deportes;3;29;16;1285;48;9;17;7344
109506PD42A-A;PD42;VE5229;24/12/2017 10:55;-135.61;43.02;52381;La florida;Nariño;Celulares;2;4;30;170;26;12;21;6552
76384PR75A-A;PR75;VE8575;14/08/2017 12:03;50.37;;52418;Los andes;Nariño;;4;33;13;561;27;3;27;2187
80644PD34A-A;PD34;VE3420;2/12/2017 1:58;2.43;27.1;52405;Leiva;Nariño;Celulares;22;33;35;9963;45;14;11;6930
100392PA45A-A;PA45;VE5445;9/05/2018 0:26;8.61;3.03;52405;Leiva;Nariño;Electrodomésticos;31;24;30;1936;26;19;13;6422
75976PK61A-A;PK61;VE9946;12/10/2017 7:34;237.03;12.41;52110;Buesaco;Nariño;Deportes;37;33;37;3522;56;11;38;23408
6684PK39A-A;PK39;VE1019;30/01/2018 14:37;223.8;83.11;52405;Leiva;Nariño;Deportes;40;23;28;3777;14;2;13;364
36058PB41A-A;PB41;VE3199;6/01/2018 16:42;28.11;18.15;52565;Providencia;Nariño;Ropa de adultos;27;35;28;213;44;12;12;6336
9667PK67D-D;PK67;VE6406;16/09/1901 7:58;228.26;1.31;52560;Potosi;Nariño;Deportes;23;10;0;2764;47;26;13;15886
64396PS77A-A;PS77;VE8695;30/11/2017 12:30;50.19;20.94;52051;Arboleda;Nariño;Carnicería;31;38;14;479;31;17;16;8432
39660PK55A-A;PK55;VE7495;19/10/1901 4:32;-28.23;;52001;Pasto;Nariño;;0;34;21;282;54;16;24;20736
106875PA36A-A;PA36;VE8692;6/10/2017 23:15;43.61;11.59;52411;Linares;Nariño;Electrodomésticos;8;13;6;1066;17;30;29;14790
18503PD69A-A;PD69;VE1019;10/05/2018 16:42;103.17;30.36;52480;Nariño;Nariño;Celulares;12;39;23;716;13;39;28;0
10523PR17A-A;PR17;VE9434;3/01/2018 6:13;-54.14;5.94;5001;Medellin;Antioquia;Frutas y verduras;39;15;5;2497;16;29;14;6496
10798PD89A-A;PD89;VE5109;30/05/2018 17:00;55.48;;52210;Contadero;Nariño;;15;22;2;1435;7;5;7;245
59084PA18A-A;PA18;VE6495;27/05/2018 4:25;-96.46;5.61;52390;La tola;Nariño;Electrodomésticos;36;28;38;500;32;40;22;28160
101702PS76A-A;PS76;VE2305;13/06/2018 9:04;34.69;20.83;52418;Los andes;Nariño;Carnicería;19;19;2;530;36;5;18;3240
40011PA79A-A;PA79;VE5588;4/08/2017 19:58;240.48;7.06;52405;Leiva;Nariño;Electrodomésticos;12;19;9;3838;9;1;10;90
82251PR78A-A;PR78;VE6541;18/06/2018 2:03;192.14;21.32;52411;Linares;Nariño;Frutas y verduras;5;2;20;3255;54;26;41;57564
64644PD48A-A;PD48;VE3840;13/10/2017 13:55;-46.35;27.21;5001;Medellin;Antioquia;Celulares;13;0;23;2170;43;44;31;0
2261PK93A-A;PK93;VE9186;21/11/2017 18:12;32.92;5.05;52480;Nariño;Nariño;Deportes;21;5;4;967;10;13;45;0
106298PR28A-A;PR28;VE8455;19/11/2017 11:36;227.06;7.43;52381;La florida;Nariño;Frutas y verduras;9;14;23;1985;45;14;15;9450
41322PK47A-A;PK47;VE7348;11/09/2017 15:28;41.32;20.01;52480;Nariño;Nariño;Deportes;25;4;0;710;37;7;28;7252
94157PK92C-C;PK92;VE3797;19/09/2017 19:22;39.14;3.99;52210;Contadero;Nariño;Deportes;16;5;12;152;19;22;21;8778
38211PK50A-A;PK50;VE1266;18/06/2018 4:53;15.43;;52480;Nariño;Nariño;;0;31;18;4516;29;8;19;4408
56887PR86A-A;PR86;VE3607;23/12/2017 15:37;567.97;41.77;52210;Contadero;Nariño;Frutas_y_verduras;39;12;14;5145;32;34;29;31552
16948PB35A-A;PB35;VE2501;17/02/2018 2:35;36.81;5.27;52565;Providencia;Nariño++;Ropa de adultos;29;15;5;2177;25;3;18;0
3394PB59A-A;PB59;VE8917;16/05/2257 21:02;0.94;42.99;52411;Linares;Nariño;Ropa de adultos;32;6;6;1438;20;18;33;11880
83332PR51A-A;PR51;VE5681;22/10/2017 6:01;-77.1;20.53;52356;Ipiales;Nariño;Frutas y verduras;13;28;26;2878;32;31;19;18848
98973PK59A-A;PK59;VE3939;23/12/2017 0:55;46.88;8.11;52323;Gualmatan;Nariño;Deportes;10;20;2;2450;32;23;20;14720
30796PD18A-A;PD18;VE7066;11/01/2018 22:43;11.3;6.68;52435;Mallama;Nariño;Celulares;4;10;21;4287;36;16;14;8064
58707PR75A-A;PR75;VE8692;7/11/2017 0:39;39.51;0.83;52480;Nariño;Nariño;Frutas y verduras;1;24;32;3244;40;20;34;27200
23971PS89A-A;PS89;VE1290;22/08/2017 2:55;16.08;12.96;52381;La florida;Nariño;Carnicería;10;2;17;298;27;26;21;14742
68767PK77A-A;PK77;VE3939;3/05/2018 18:35;31.54;;52427;Magui;Nariño;;35;8;22;1424;58;17;20;19720
44057PK95A-A;PK95;VE3210;31/08/2017 16:53;14.72;31.23;52473;Mosquera;Nariño;Deportes;24;5;3;4037;34;31;24;25296
47723PB39A-A;PB39;VE7016;5/12/2017 20:12;129.59;42.16;52540;Policarpa;Nariño;Ropa de adultos;36;16;13;1278;40;15;29;17400
101831PR99A-A;PR99;VE3276;25/11/2017 15:31;62.14;1.25;52210;Contadero;Nariño;Frutas y verduras;28;21;20;2244;31;26;5;4030
106119PK24A-A;PK24;VE9609;14/04/2018 4:09;242.19;15.78;52490;Olaya herrera;Nariño;Deportes;40;15;3;803;49;12;34;19992
96794PD69A-A;PD69;VE5926;21/08/2017 5:50;269.09;3.63;52207;Consaca;Nariño;Celulares;3;11;33;2684;20;36;2;1440
27333PR31A-A;PR31;VE5999;5/01/2018 6:16;11.39;24.66;52411;Linares;Nariño;Frutas y verduras;22;4;0;731;32;11;27;9504
31658PS30A-A;PS30;VE1175;23/03/2018 4:32;25.85;8.26;52210;Contadero;Nariño;Carnicería;5;8;4;1321;12;14;47;7896
35334PR74A-A;PR74;VE1309;23/05/2018 22:03;423.82;42.54;52427;Magui;Nariño;Frutas y verduras;23;8;33;731;28;2;20;1120
64649PA31A-A;PA31;VE7066;23/03/2018 12:46;53.06;29.54;52381;La florida;Nariño;Electrodomésticos;27;33;30;1304;21;13;9;2457
40116PD11B-B;PD11;VE7211;7/09/2017 16:01;-26.36;43.43;52540;Policarpa;Nariño;Celulares;11;11;1;1720;13;16;34;7072
92717PR46B-B;PR46;VE1830;19/11/2017 16:52;82.78;;52490;Olaya herrera;Nariño;;12;16;29;287;17;23;5;1955
22519PD10A-A;PD10;VE8511;28/04/2018 6:23;206.1;31.5;52001;Pasto;Nariño;Celulares;34;30;18;2730;42;11;25;11550
60795PR11A-A;PR11;VE2770;25/10/2017 1:07;1.7;6.36;52203;Colon;Nariño;Frutas y verduras;39;28;16;3083;31;15;17;7905
43650PA56A-A;PA56;VE7204;9/05/2018 3:08;60.94;43.15;52323;Gualmatan;Nariño;Electrodomésticos;27;28;35;415;47;10;10;4700
107676PB22F-F;PB22;VE8511;8/02/2018 14:27;115.08;13.1;52411;Linares;Nariño;Ropa de adultos;9;10;28;83;36;5;11;1980
89042PS64B-B;PS64;VE1307;10/10/2017 19:29;14.52;31.96;52051;Arboleda;Nariño;Carnicería;14;19;5;419;24;8;8;1536
98295PD39B-B;PD39;VE3743;20/04/2018 9:48;81.37;34.58;52411;Linares;Nariño;Celulares;40;9;1;5592;21;11;37;8547
97387PA81A-A;PA81;VE3806;24/07/2017 14:55;207.01;10.43;52323;Gualmatan;Nariño;Electrodomésticos;21;19;7;2280;50;48;23;55200
63783PB83A-A;PB83;VE2942;16/07/2017 11:41;103.37;4.28;52411;Linares;Nariño;Ropa de adultos;14;31;38;5431;19;32;23;13984
51649PK35A-A;PK35;VE1830;28/08/1901 23:30;16.99;16.75;52411;Linares;Nariño;Deportes;0;18;34;373;36;16;29;16704
100396PK24A-A;PK24;VE2305;11/04/2018 2:55;109.35;;52356;Ipiales;Nariño;;37;20;38;1029;17;4;7;476
96897PB97A-A;PB97;VE6781;12/05/2018 21:23;13.84;9.71;52473;Mosquera;Nariño;Ropa de adultos;33;1;7;1439;36;16;7;4032
23526PD99A-A;PD99;VE3062;29/07/2017 0:31;11.29;;52323;Gualmatan;Nariño;;11;2;39;4410;43;11;20;9460
104043PB81A-A;PB81;VE3166;24/11/2017 3:19;13.46;2.73;52207;Consaca;Nariño;Ropa de adultos;18;23;40;831;33;29;34;0
17384PD41A-A;PD41;VE8975;3/01/2018 17:04;25.4;31.34;52399;La union;Nariño;Celulares;10;4;26;2880;11;17;30;5610
33861PA42A-A;PA42;VE6106;19/04/2018 21:53;239.82;10.45;52480;Nariño;Nariño;Electrodomésticos;1;7;15;2579;0;32;16;0
87176PD16A-A;PD16;VE9623;23/10/2017 8:41;20.31;30.93;52480;Nariño;Nariño;Celulares;37;22;7;5881;45;38;34;58140
74991PS44A-A;PS44;VE4937;12/10/2017 8:12;376.75;14.22;52323;Gualmatan;Nariño;Carnicería;27;17;16;2964;26;35;15;13650
43584PA15B-B;PA15;VE8160;6/01/2018 4:37;12.45;12.95;52473;Mosquera;Nariño;Electrodomésticos;30;18;20;5089;21;9;39;7371
39596PK88A-A;PK88;VE3797;24/12/2017 13:54;66.21;;52399;La union;Nariño;;0;15;28;523;32;3;26;2496
42214PB50A-A;PB50;VE5068;31/07/2017 4:12;336.47;23.01;5001;Medellin;Antioquia;Ropa de adultos;3;13;28;371;26;17;11;4862
1783PB31A-A;PB31;VE2941;24/02/2018 4:44;43.64;42.54;52399;La union;Nariño;Ropa de adultos;7;4;2;5272;38;8;11;3344
84227PR12A-A;PR12;VE2012;11/10/2017 8:27;49.3;1.11;52210;Contadero;Nariño;Frutas y verduras;19;36;32;4466;43;21;42;37926
69737PA18A-A;PA18;VE7211;15/02/2018 12:57;8.95;7.26;52411;Linares;Nariño;Electrodomésticos;14;25;13;9225;30;6;5;900
90934PD55A-A;PD55;VE3342;2/12/2017 20:57;331.17;36.9;52565;Providencia;Nariño;Celulares;29;35;13;5994;29;9;38;9918
29159PD67A-A;PD67;VE6785;10/03/2018 1:40;-6.57;22.03;52473;Mosquera;Nariño;Celulares;14;38;19;3621;40;25;27;27000
95323PS28A-A;PS28;VE8917;2/04/2018 19:12;52.79;1.38;5002;Abejorral;Antioquia;Carnicería;39;17;0;4002;30;4;28;3360
71917PB20A-A;PB20;VE2980;24/03/2018 14:42;67.17;26.99;52411;Linares;Nariño;Ropa de adultos;9;0;4;2194;55;12;27;17820
84386PA34A-A;PA34;VE2770;7/05/2018 17:40;209.14;10.04;52480;Nariño;Nariño;Electrodomésticos;7;1;19;631;27;18;24;11664
3631PA80A-A;PA80;VE7926;14/06/2018 19:05;163.37;19.22;52203;Colon;Nariño;Electrodomésticos;11;22;9;3304;10;25;22;5500
56229PR58A-A;PR58;VE4580;16/03/2018 23:10;218.68;10.21;52079;Barbacoas;Nariño;Frutas y verduras;32;4;27;1316;43;24;38;39216
86781PD10B-B;PD10;VE3295;14/02/2018 12:26;224.34;2.2;52051;Arboleda;Nariño++;Celulares;22;39;17;845;37;7;15;3885
103554PB73A-A;PB73;VE8722;22/02/2018 12:03;35.75;3.63;52323;Gualmatan;Nariño++;Ropa de adultos;38;40;28;2143;42;19;27;21546
43352PR99A-A;PR99;VE2926;12/01/2018 19:00;85.77;4.56;52210;Contadero;Nariño;Frutas y verduras;19;29;18;1403;53;1;16;848
67654PS62A-A;PS62;VE6406;19/12/2017 0:54;257.79;4.28;52001;Pasto;Nariño;Carnicería;21;39;36;3846;47;27;12;15228
111030PB14A-A;PB14;VE8511;22/04/2257 11:28;37.24;10.33;52427;Magui;Nariño;Ropa_de_adultos;24;40;5;266;44;5;6;1320
25797PA72A-A;PA72;VE5346;11/12/2017 19:07;45.59;3.02;52565;Providencia;Nariño;Electrodomésticos;26;25;28;1710;9;38;22;7524
23224PA98A-A;PA98;VE8692;18/02/2018 15:38;71.99;4.13;52051;Arboleda;Nariño++;Electrodomésticos;35;21;0;3104;39;7;18;4914
2958PK78A-A;PK78;VE3806;19/03/2018 14:59;375.29;;52079;Barbacoas;Nariño++;;2;33;36;1771;24;26;28;17472
100054PK75A-A;PK75;VE3877;11/12/2017 10:16;11.94;;52378;La cruz;Nariño;;30;6;15;3557;39;14;16;8736
101276PD58A-A;PD58;VE1033;8/08/2017 19:48;142.59;22.64;52411;Linares;Nariño;Celulares;33;3;24;632;21;15;16;5040
40258PK29A-A;PK29;VE1033;4/04/2018 12:51;173.31;45.35;52490;Olaya herrera;Nariño;Deportes;25;19;2;2351;37;18;14;9324
44724PB13B-B;PB13;VE9946;9/09/2017 8:13;129.22;23.38;52381;La florida;Nariño;Ropa de adultos;23;22;17;271;66;6;38;15048
112342PR92A-A;PR92;VE3215;9/02/2018 16:58;91.9;6.08;52418;Los andes;Nariño;Frutas y verduras;17;31;16;2802;18;53;13;12402
61037PD85A-A;PD85;VE6495;23/09/2017 4:10;12.41;78.69;5002;Abejorral;Antioquia;Celulares;30;21;25;47;54;20;46;49680
31414PR43A-A;PR43;VE1558;15/08/2017 11:51;326.34;9.36;52411;Linares;Nariño;Frutas y verduras;0;30;39;4935;21;4;33;2772
102720PK89A-A;PK89;VE7147;28/12/2017 5:55;-80.75;32.01;52385;La llanada;Nariño;Deportes;28;14;3;3805;12;23;35;9660
23469PK67B-B;PK67;VE3877;15/01/2018 2:13;104.87;10.44;52565;Providencia;Nariño;Deportes;18;24;6;3789;12;7;23;1932
37615PS71A-A;PS71;VE8903;14/04/2018 21:17;355.64;11.05;52381;La florida;Nariño;Carnicería;32;36;36;232;6;25;33;4950
49744PD15A-A;PD15;VE4481;24/01/2018 7:24;121.81;11.01;52110;Buesaco;Nariño;Celulares;37;7;20;790;20;1;21;420
83855PB61A-A;PB61;VE6777;21/07/2017 7:27;71.73;4.75;52385;La llanada;Nariño;Ropa de adultos;9;31;28;5649;49;12;5;0
97590PK98A-A;PK98;VE3342;13/04/2018 23:31;278.52;8.1;52473;Mosquera;Nariño;Deportes;11;20;1;3627;52;34;22;38896
76116PA99A-A;PA99;VE8895;3/03/2018 0:06;126.61;3.72;52385;La llanada;Nariño;Electrodomésticos;31;29;31;3991;20;17;12;4080
74283PS11A-A;PS11;VE8722;2/05/2018 1:51;17.81;21.31;52385;La llanada;Nariño;Carnicería;2;5;8;702;53;8;22;9328
48539PS11A-A;PS11;VE2302;30/07/2017 14:54;55.01;7.33;52480;Nariño;Nariño;Carnicería;18;13;23;5163;44;26;46;52624
107500PO59A-B;PK20;VE9159;17/08/2017 8:15;432.99;82.7;52506;Ospina;Nariño;Deportes;25;5;4;5270;9;27;29;7047
43961PD16A-A;PD16;VE2821;6/12/2017 8:09;1.15;2.02;52323;Gualmatan;Nariño++;Celulares;25;13;13;468;9;28;35;8820
71736PA61A-A;PA61;VE2129;5/05/2018 15:45;135.2;0.39;52323;Gualmatan;Nariño;Electrodomésticos;10;28;28;2412;20;14;11;3080
97268PR94A-A;PR94;VE2114;8/01/2018 12:26;259.04;0.3;5004;Abriaqui;Antioquia;Frutas y verduras;24;2;19;8906;21;19;14;0
48540PA83A-A;PA83;VE3276;1/01/2018 0:19;32.41;65.29;52473;Mosquera;Nariño;Electrodomésticos;19;29;7;77;35;1;18;630
34905PR42A-A;PR42;VE2821;1/04/2018 6:29;37.23;21.63;52435;Mallama;Nariño++;Frutas y verduras;28;21;14;4573;46;15;22;0
69280PK41A-A;PK41;VE2068;16/12/2017 14:35;168.36;53.1;52490;Olaya herrera;Nariño;Deportes;12;27;11;4973;31;26;30;24180
35804PB82A-A;PB82;VE1206;11/12/2017 18:59;42.97;21.92;52051;Arboleda;Nariño;Ropa de adultos;34;20;0;1283;15;24;31;11160
63316PD41A-A;PD41;VE3858;9/12/2017 17:42;32.47;0.57;52565;Providencia;Nariño;Celulares;29;21;36;6388;25;35;8;7000
64268PA53A-A;PA53;VE7204;1/10/2017 10:23;8.97;21.33;52210;Contadero;Nariño;Electrodomésticos;3;3;15;911;27;1;17;459
53848PS98A-A;PS98;VE2114;30/01/2018 23:45;123.0;22.51;52405;Leiva;Nariño;Carnicería;8;7;36;294;1;23;18;414
50632PS60C-C;PS60;VE7016;9/01/2018 19:19;152.66;23.67;52399;La union;Nariño;Carnicería;10;39;23;1364;7;37;26;6734
78378PR96A-A;PR96;VE6032;9/12/2017 20:31;127.35;12.2;52427;Magui;Nariño++;Frutas y verduras;9;24;24;99;21;27;35;19845
23683PS60B-B;PS60;VE8494;5/09/2017 16:57;50.66;8.24;52210;Contadero;Nariño;Carnicería;18;12;11;331;59;16;21;19824
31240PK96A-A;PK96;VE5681;15/04/2257 14:25;28.1;47.04;52203;Colon;Nariño;Deportes;40;40;10;1280;19;42;24;19152
43481PS14A-A;PS14;VE7406;26/09/2017 17:27;77.71;28.97;52210;Contadero;Nariño;Carnicería;37;18;21;2447;34;4;25;3400
90171PD61A-A;PD61;VE3840;28/01/2018 12:51;212.06;6.06;5001;Medellin;Antioquia;Celulares;22;15;7;9477;27;19;9;4617
61753PB43B-B;PB43;VE7348;15/07/2017 13:24;19.69;2.19;52323;Gualmatan;Nariño;Ropa de adultos;11;19;39;146;43;5;31;6665
81647PA50A-A;PA50;VE2456;25/11/2017 2:22;74.77;14.28;52207;Consaca;Nariño;Electrodomésticos;7;18;8;3695;28;33;5;4620
65577PS48A-A;PS48;VE6785;20/03/2018 17:45;73.11;19.31;52411;Linares;Nariño;Carnicería;19;9;12;1343;10;17;6;1020
95964PK51C-C;PK51;VE1019;2/09/1901 1:27;37.76;2.05;52110;Buesaco;Nariño;Deportes;30;39;17;3535;38;4;16;2432
5532PA15A-A;PA15;VE1211;22/04/2018 18:43;95.8;11.78;52473;Mosquera;Nariño;Electrodomésticos;31;14;34;809;37;5;26;4810
71674PB63A-A;PB63;VE8613;7/01/2018 9:48;171.17;18.75;52323;Gualmatan;Nariño;Ropa de adultos;21;10;4;1138;17;25;9;3825
100967PS27A-A;PS27;VE6668;26/08/2017 12:32;61.32;13.18;52480;Nariño;Nariño;Carnicería;29;35;16;129;53;19;30;30210
18016PB72A-A;PB72;VE3215;13/04/2018 0:07;10.09;;5001;Medellin;Antioquia;;20;36;22;226;49;4;16;3136
104453PR84A-A;PR84;VE8895;11/10/2017 9:01;69.04;5.84;52110;Buesaco;Nariño;Frutas y verduras;8;18;15;1485;50;15;34;25500
47946PA59A-A;PA59;VE1206;24/10/2017 20:27;114.21;13.59;52323;Gualmatan;Nariño;Electrodomésticos;14;14;20;308;32;3;8;768
78392PR52A-A;PR52;VE8903;13/12/2017 5:09;61.31;3.79;52435;Mallama;Nariño;Frutas y verduras;0;31;9;2402;11;9;27;2673
