producto_id;fecha_envio_limite;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
PK75;11/12/2017 10:16;Deportes;30;6;15;3557;39;14;16
PO94;30/11/2017 2:22;Productos ecoamigables;11;16;5;2638;11;7;12
PF78;14/09/2017 18:30;Muebles;32;17;5;62;30;31;22
PF74;3/11/2017 1:24;Muebles;31;37;26;156;18;5;22
PO46;2/12/2017 3:25;Productos ecoamigables;36;1;3;1665;31;24;23
PE72;26/08/2017 10:46;Tecnología;27;8;17;675;47;16;43
PR85;15/07/2017 13:06;Frutas y verduras;0;21;10;1365;2;38;30
PA59;14/08/2017 18:04;Electrodomésticos;23;5;2;389;34;31;34
PR21;16/08/2017 14:58;Frutas y verduras;12;21;15;4287;45;9;9
PO45;24/02/2018 21:59;Productos ecoamigables;14;3;23;72;51;4;20
PG93;10/02/2018 19:36;Salud;31;33;34;340;12;18;13
PN18;10/12/2017 9:13;Dormitorio;9;13;19;1085;52;31;37
PK92;19/09/2017 19:22;Deportes;16;5;12;152;19;22;21
PP57;23/11/2017 21:17;Licor;37;34;40;173;5;16;17
PT29;18/07/2017 8:51;Tarjetas regalo;24;0;20;1614;36;8;34
PA80;18/09/2017 5:46;Electrodomésticos;29;22;17;624;18;24;49
PL14;29/09/2017 3:00;Libros;2;32;3;7349;65;4;38
PR66;16/08/2017 23:12;Frutas y verduras;17;2;40;1271;37;26;28
PT93;19/12/2017 2:59;Tarjetas regalo;15;6;3;3374;5;23;35
PO86;23/11/2017 16:50;Productos ecoamigables;36;39;24;2320;15;20;20
PQ89;3/06/2018 20:47;Lácteos;18;39;4;3030;44;9;4
PJ70;17/09/2017 7:04;Mascotas;39;29;28;1943;45;11;25
PK24;4/12/2017 20:33;Deportes;11;9;20;713;31;46;21
PD37;21/06/2018 0:47;Celulares;7;9;29;1891;27;41;17
PE69;21/03/2018 18:58;Tecnología;26;35;12;3699;48;23;22
PR21;10/08/2017 15:56;Frutas y verduras;25;21;4;1261;31;20;12
PO94;8/01/2018 20:56;Productos ecoamigables;39;27;21;99;31;6;43
PF13;14/02/2018 13:08;Muebles;38;12;30;673;12;14;11
PQ76;22/08/2017 11:39;Lácteos;9;35;26;5929;27;9;17
PK34;9/03/2018 8:03;Deportes;3;29;16;1285;48;9;17
PJ62;4/02/2018 20:10;Mascotas;7;15;29;2183;5;26;29
PL81;5/08/2017 11:20;Libros;28;38;32;9719;28;24;30
PN31;7/12/2017 20:23;Dormitorio;5;40;34;4472;41;17;18
PL53;23/09/2017 0:33;Libros;1;40;34;312;31;24;27
PT11;7/11/2017 20:36;Tarjetas regalo;4;39;9;1461;25;26;9
PE39;8/10/2017 0:23;Tecnología;15;32;14;388;33;11;50
PC97;16/02/2018 18:32;Ropa infantil;30;20;32;2728;10;3;19
PG54;24/01/2018 10:35;Salud;34;29;18;3353;37;15;14
PM32;1/06/2018 5:42;Ferretería;3;8;32;283;22;8;18
PL67;29/11/2017 15:05;Libros;4;1;9;2184;33;27;35
PE79;18/04/2018 14:36;Tecnología;8;20;8;516;42;25;7
PR46;31/12/2017 16:16;Frutas y verduras;29;19;35;2967;34;19;14
PM30;12/06/2018 3:47;Ferretería;22;7;29;753;19;3;28
PT26;15/06/2018 10:22;Tarjetas regalo;24;39;3;1729;21;4;24
PP89;21/11/2017 14:40;Licor;12;31;38;912;17;4;8
PK66;12/08/2017 3:04;Deportes;19;4;0;2353;36;4;5
PC91;24/10/2017 23:54;Ropa infantil;14;30;0;889;29;19;27
PH13;29/07/2017 23:57;Bebés ;23;26;0;1011;29;32;34
PP78;14/12/2017 18:17;Licor;21;34;6;5895;27;18;20
PN86;9/05/2018 23:26;Dormitorio;16;34;32;954;28;2;7
PM41;9/08/2017 7:42;Ferretería;31;30;15;290;38;38;9
PQ20;21/11/2017 4:22;Lácteos;33;21;30;781;23;35;31
PE81;19/10/2017 3:30;Tecnología;11;7;34;1369;50;3;21
PB52;23/08/2017 7:31;Ropa de adultos;1;29;13;2192;37;49;29
PR22;3/01/2018 7:10;Frutas y verduras;3;27;14;1118;55;19;20
PP72;24/02/2018 21:01;Licor;21;9;20;6902;36;12;30
PE55;3/06/2018 3:21;Tecnología;28;27;6;4461;47;25;22
PB52;27/01/2018 12:55;Ropa de adultos;34;38;35;849;17;24;8
PL84;4/11/2017 23:07;Libros;0;32;5;1937;28;6;35
PT97;11/09/2017 22:03;Tarjetas regalo;13;35;13;1992;2;26;24
PH41;27/10/2017 9:48;Bebés ;30;16;23;1130;42;17;13
PP59;12/10/2017 17:06;Licor;1;30;4;2621;23;14;18
PN13;11/10/2017 12:46;Dormitorio;27;18;5;515;37;27;12
PM28;17/07/2017 9:01;Ferretería;1;40;10;2717;24;18;19
PG51;8/12/2017 0:42;Salud;1;16;9;695;50;12;31
PE31;25/12/2017 14:41;Tecnología;10;13;0;1852;34;3;27
PA31;18/12/2017 13:33;Electrodomésticos;23;25;22;5691;40;18;5
PQ16;24/08/2017 8:15;Lácteos;22;11;3;50;24;29;14
PO72;4/05/2018 23:14;Productos ecoamigables;28;7;15;2743;29;31;18
PQ64;8/03/2018 23:20;Lácteos;10;35;16;220;25;15;8
PM21;20/04/2018 4:57;Ferretería;32;18;10;675;25;0;33
PA15;18/05/2018 23:24;Electrodomésticos;12;36;31;1804;36;26;41
PB59;14/05/2018 2:25;Ropa de adultos;0;27;18;5272;40;12;8
PA26;19/04/2018 17:43;Electrodomésticos;7;16;40;700;30;20;18
PF29;23/04/2018 15:48;Muebles;32;40;2;2572;26;14;28
PG75;12/11/2017 1:20;Salud;34;6;25;2131;3;5;20
PJ63;22/07/2017 15:37;Mascotas;27;17;13;914;56;41;17
PB14;16/06/2018 15:46;Ropa de adultos;33;7;25;1141;40;22;25
PQ14;1/02/2018 2:26;Lácteos;10;30;15;1375;33;21;26
PJ41;31/08/2017 0:52;Mascotas;25;1;7;3889;29;37;26
PQ56;23/09/2017 11:26;Lácteos;6;5;14;2034;21;4;5
PT43;20/08/2017 16:28;Tarjetas regalo;22;35;26;1785;55;7;36
PS36;13/08/2017 8:15;Carnicería;0;6;0;3393;33;27;14
PD33;14/03/2018 19:58;Celulares;6;25;25;99;16;17;5
PN77;2/12/2017 22:41;Dormitorio;23;37;6;3121;22;16;5
PJ89;26/10/2017 5:29;Mascotas;20;31;1;4739;23;38;7
PK26;4/11/2017 13:00;Deportes;39;31;23;324;21;25;22
PS27;9/02/2018 11:58;Carnicería;8;16;10;1121;38;32;19
PN64;30/01/2018 4:38;Dormitorio;2;13;5;275;41;24;24
PI13;26/09/2017 20:35;Juguetes;33;11;17;862;38;0;22
PN33;26/02/2018 19:35;Dormitorio;37;17;27;811;49;4;35
PR18;10/01/2018 5:36;Frutas y verduras;39;31;27;10;31;6;9
PM52;16/03/2018 16:00;Ferretería;36;2;0;3119;18;32;37
PG13;26/10/2017 4:17;Salud;33;27;7;3112;42;26;13
PT73;8/08/2017 4:47;Tarjetas regalo;8;14;28;658;42;9;26
PN56;26/05/2018 1:51;Dormitorio;8;29;21;836;2;40;22
PT23;12/05/2018 5:35;Tarjetas regalo;36;22;0;3120;8;24;28
PS95;3/06/2018 7:12;Carnicería;7;32;35;1570;40;5;20
PM66;21/07/2017 14:15;Ferretería;4;25;21;2062;44;13;27
PN88;29/09/2017 14:01;Dormitorio;35;1;19;1318;38;19;17
PH75;9/12/2017 21:40;Bebés ;33;10;11;2125;46;8;18
PA44;5/04/2018 5:53;Electrodomésticos;4;21;10;690;35;32;23
PD73;24/05/2018 15:36;Celulares;31;22;27;1288;17;52;32
PM73;11/02/2018 7:38;Ferretería;21;18;37;1119;50;14;27
PN89;28/11/2017 21:52;Dormitorio;25;4;18;1291;38;10;20
PN99;5/10/2017 6:39;Dormitorio;29;37;1;2178;11;1;30
PJ31;10/04/2018 9:12;Mascotas;22;20;25;621;37;2;5
PD84;9/04/2018 10:25;Celulares;6;5;25;1807;26;15;32
PE14;17/01/2018 11:30;Tecnología;20;28;27;962;19;29;21
PD49;10/02/2018 4:07;Celulares;0;37;29;3736;36;4;30
PJ60;11/08/2017 16:08;Mascotas;19;11;17;407;39;8;31
PO29;27/02/2018 17:55;Productos ecoamigables;34;40;38;1518;10;7;21
PL28;6/03/2018 4:04;Libros;35;15;8;1580;20;9;38
PJ56;19/04/2018 11:07;Mascotas;5;11;23;5950;28;18;17
PD16;13/05/2018 5:33;Celulares;4;37;2;2726;23;30;20
PG92;14/07/2017 12:01;Salud;9;38;28;3962;24;15;32
PH83;30/07/2017 1:28;Bebés ;12;30;9;8769;49;20;8
PO63;26/11/2017 4:36;Productos ecoamigables;17;2;21;1621;33;26;23
PT74;26/08/2017 3:27;Tarjetas regalo;40;39;2;554;13;24;22
PT88;18/08/2017 0:19;Tarjetas regalo;4;8;10;7187;28;28;38
PA78;23/07/2017 1:43;Electrodomésticos;25;33;23;537;18;5;9
PN59;8/10/2017 1:05;Dormitorio;7;33;9;3259;49;30;33
PE19;15/12/2017 10:24;Tecnología;14;38;0;1686;40;25;22
PL64;19/11/2017 8:33;Libros;9;36;13;3332;28;1;24
PK62;5/04/2018 20:19;Deportes;18;22;23;351;21;43;20
PT69;27/05/2018 6:42;Tarjetas regalo;30;40;6;1247;47;30;24
PD56;9/04/2018 19:48;Celulares;20;30;32;301;58;4;28
PM36;19/10/2017 5:04;Ferretería;40;39;39;1467;40;11;1
PK85;29/08/2017 0:56;Deportes;25;1;4;592;58;9;20
PQ96;13/06/2018 14:16;Lácteos;15;35;9;8123;46;0;18
PC93;28/05/2018 1:34;Ropa infantil;37;28;17;915;42;4;23
PJ59;30/09/2017 7:03;Mascotas;34;14;3;2508;31;13;22
PT21;16/10/2017 2:37;Tarjetas regalo;37;16;13;970;33;3;2
PT76;8/10/2017 11:25;Tarjetas regalo;4;19;23;1210;14;29;31
PD20;4/11/2017 2:06;Celulares;25;34;6;347;35;13;25
PB80;17/01/2018 8:40;Ropa de adultos;1;14;27;833;40;9;22
PD21;13/06/2018 20:11;Celulares;10;39;37;756;33;36;31
PI39;13/01/2018 14:58;Juguetes;25;15;21;3373;13;19;22
PE85;9/02/2018 13:39;Tecnología;11;17;3;119;19;24;20
PK81;5/11/2017 1:51;Deportes;13;34;20;1917;35;3;27
PN99;25/08/2017 15:02;Dormitorio;4;35;39;2071;21;18;14
PT46;29/12/2017 6:22;Tarjetas regalo;25;23;26;730;45;12;40
PN14;11/05/2018 22:22;Dormitorio;27;8;27;487;48;6;21
PH93;20/06/2018 14:27;Bebés ;31;10;14;1957;1;44;15
PM15;1/01/2018 12:32;Ferretería;10;4;2;999;48;0;32
PD38;27/02/2018 2:09;Celulares;1;37;12;2191;42;31;41
PF59;29/08/2017 20:02;Muebles;4;27;25;1366;21;2;47
PO56;17/08/2017 5:46;Productos ecoamigables;23;30;39;8236;25;19;9
PF78;25/07/2017 0:35;Muebles;17;5;7;681;16;16;17
PO28;16/11/2017 16:28;Productos ecoamigables;14;10;19;7536;26;22;35
PI89;27/05/2018 10:30;Juguetes;9;39;15;1253;9;24;12
PT56;29/10/2017 14:20;Tarjetas regalo;9;7;14;1745;1;10;28
PK11;30/09/2017 3:20;Deportes;11;21;32;12;29;13;24
PT11;27/11/2017 22:39;Tarjetas regalo;3;37;18;8380;22;36;19
PO97;16/02/2018 13:41;Productos ecoamigables;33;3;6;42;45;34;49
PF75;2/05/2018 23:00;Muebles;12;30;40;446;47;6;35
PS38;27/12/2017 17:03;Carnicería;14;37;31;6077;5;17;15
PK62;19/07/2017 23:49;Deportes;39;37;24;4486;17;9;30
PK90;25/03/2018 2:27;Deportes;2;14;16;2653;31;23;16
PF86;10/01/2018 8:40;Muebles;21;3;34;2447;11;2;27
PI38;28/11/2017 13:42;Juguetes;21;23;16;572;4;11;42
PA58;7/01/2018 15:10;Electrodomésticos;2;4;31;968;53;36;23
PC46;4/06/2018 19:22;Ropa infantil;29;24;1;115;45;8;23
PG58;17/01/2018 15:09;Salud;30;19;5;1044;46;6;21
PM16;5/02/2018 22:31;Ferretería;12;21;14;177;30;22;8
PL98;19/08/2017 13:04;Libros;20;4;29;1063;29;4;26
PK88;13/12/2017 15:34;Deportes;27;39;37;1183;23;10;14
PO96;23/01/2018 9:49;Productos ecoamigables;2;4;34;3805;38;16;6
PA92;14/03/2018 10:54;Electrodomésticos;11;22;10;862;16;18;37
PQ17;18/11/2017 10:27;Lácteos;24;10;7;1924;45;12;12
PN53;21/02/2018 9:00;Dormitorio;14;35;11;457;37;6;15
PB14;25/10/2017 16:35;Ropa de adultos;15;15;38;592;51;32;20
PS80;2/11/2017 19:29;Carnicería;26;3;12;2122;15;18;29
PE22;6/05/2018 21:14;Tecnología;38;4;32;763;20;11;15
PR41;9/10/2017 19:05;Frutas y verduras;13;21;12;2196;48;44;7
PM40;26/04/2018 1:03;Ferretería;11;36;23;2533;42;15;32
PG33;20/07/2017 12:46;Salud;12;9;34;570;20;9;17
PB46;14/01/2018 22:59;Ropa de adultos;7;23;18;38;35;42;17
PK54;12/10/2017 3:26;Deportes;18;3;21;1576;17;13;19
PK10;8/01/2018 11:49;Deportes;39;5;16;3553;3;16;15
PP42;20/09/2017 1:57;Licor;30;1;16;3153;30;15;13
PQ81;14/12/2017 11:29;Lácteos;25;35;18;822;67;29;8
PF53;10/03/2018 20:25;Muebles;4;19;26;1556;40;14;22
PT24;15/05/2018 9:55;Tarjetas regalo;25;36;5;765;67;34;36
PP93;13/03/2018 18:02;Licor;36;20;1;1471;27;23;24
PS39;15/11/2017 14:35;Carnicería;29;21;7;134;4;11;20
PN84;21/03/2018 8:53;Dormitorio;30;37;23;2226;21;2;23
PF72;18/04/2018 2:25;Muebles;32;11;0;5120;47;34;28
PE53;8/08/2017 4:54;Tecnología;28;16;12;208;21;17;12
PP15;13/02/2018 16:46;Licor;21;20;34;4388;15;8;38
PE86;1/06/2018 21:35;Tecnología;11;0;37;837;27;26;14
PK96;18/09/2017 8:30;Deportes;38;40;35;290;7;22;5
PN92;2/12/2017 17:38;Dormitorio;6;22;35;2659;31;5;10
PR42;1/04/2018 6:29;Frutas y verduras;28;21;14;4573;46;15;22
PT13;11/09/2017 7:10;Tarjetas regalo;33;29;0;391;37;5;51
PD29;5/05/2018 21:17;Celulares;40;31;0;427;45;4;51
PA81;24/07/2017 14:55;Electrodomésticos;21;19;7;2280;50;48;23
PF70;5/10/2017 10:27;Muebles;29;32;8;823;28;25;33
PS45;9/02/2018 16:11;Carnicería;30;17;1;2352;15;15;20
PN77;27/08/2017 10:21;Dormitorio;25;34;29;3139;32;30;20
PJ97;6/12/2017 3:45;Mascotas;20;32;17;495;20;14;17
PR85;7/12/2017 16:13;Frutas y verduras;38;30;38;2080;37;4;24
PD90;27/09/2017 9:10;Celulares;40;22;31;2655;58;37;6
PP95;11/08/2017 15:05;Licor;15;36;35;1706;43;29;27
PF34;24/01/2018 13:00;Muebles;10;23;9;482;27;20;3
PL68;18/09/2017 15:07;Libros;25;20;3;592;1;11;6
PF90;11/03/2018 3:21;Muebles;36;24;39;2400;42;17;30
PJ56;27/01/2018 5:06;Mascotas;18;33;27;4304;18;21;23
PN96;21/10/2017 8:18;Dormitorio;5;9;25;1400;25;4;8
PB53;3/09/2017 17:11;Ropa de adultos;34;28;16;1870;33;30;2
PB85;2/12/2017 1:15;Ropa de adultos;37;7;34;610;53;23;43
PD61;9/08/2017 12:19;Celulares;3;36;21;560;58;14;9
PF56;10/10/2017 7:04;Muebles;26;27;5;2408;11;35;16
PH16;20/11/2017 21:21;Bebés ;16;29;9;1414;27;21;12
PQ38;26/10/2017 8:10;Lácteos;21;18;3;652;46;11;37
PR29;31/01/2018 4:12;Frutas y verduras;11;11;19;5823;6;17;14
PF60;14/05/2018 2:25;Muebles;6;38;11;3967;34;27;35
PG88;22/03/2018 5:08;Salud;26;14;39;1014;74;0;1
PM51;20/06/2018 16:39;Ferretería;10;14;11;329;37;5;23
PA82;7/02/2018 22:10;Electrodomésticos;19;29;13;3184;22;9;18
PL92;28/08/2017 8:10;Libros;28;27;15;1714;68;19;29
PJ99;19/05/2018 3:17;Mascotas;7;30;24;1697;26;25;22
PN20;19/02/2018 0:27;Dormitorio;7;17;4;1342;47;32;38
PL18;2/11/2017 17:59;Libros;28;0;20;420;26;25;27
PT68;12/03/2018 15:36;Tarjetas regalo;27;2;23;2697;56;36;19
PC48;9/08/2017 17:06;Ropa infantil;38;31;11;3580;28;31;15
PS40;12/12/2017 10:48;Carnicería;8;5;9;2606;61;12;28
PH28;28/03/2018 11:31;Bebés ;37;17;8;1488;50;20;26
PA36;6/10/2017 23:15;Electrodomésticos;8;13;6;1066;17;30;29
PN41;12/06/2018 9:18;Dormitorio;33;33;19;372;25;18;33
PF50;29/08/2017 23:23;Muebles;1;20;23;713;35;5;19
PO48;25/12/2017 0:46;Productos ecoamigables;26;7;36;3728;30;13;30
PF18;9/08/2017 22:52;Muebles;38;29;2;85;45;30;32
PE43;13/04/2018 15:20;Tecnología;34;9;0;2014;20;32;6
PI97;29/07/2017 22:35;Juguetes;11;39;30;1993;20;22;43
PI64;30/04/2018 12:58;Juguetes;0;26;32;1255;65;15;23
PT52;18/02/2018 17:58;Tarjetas regalo;27;36;11;752;39;27;25
PP52;14/01/2018 5:22;Licor;17;28;38;7893;22;6;42
PQ43;4/12/2017 1:23;Lácteos;25;31;3;1565;6;13;11
PB40;25/09/2017 21:18;Ropa de adultos;15;29;32;4597;5;27;25
PC92;3/12/2017 20:24;Ropa infantil;23;33;7;1740;45;16;23
PL18;14/12/2017 14:25;Libros;6;27;25;2654;24;7;43
PD51;25/09/2017 10:37;Celulares;1;31;28;5308;17;6;22
PD26;27/12/2017 6:21;Celulares;17;24;34;203;30;13;7
PS45;2/09/2017 8:12;Carnicería;33;0;6;145;21;17;25
PC36;14/05/2018 11:10;Ropa infantil;8;12;21;129;59;11;17
PB41;25/03/2018 22:02;Ropa de adultos;15;10;26;2008;33;33;6
PR54;2/02/2018 21:25;Frutas y verduras;3;1;18;3576;35;30;16
PQ95;13/04/2018 19:49;Lácteos;2;28;26;45;18;1;36
PH96;11/06/2018 1:19;Bebés ;1;2;37;1106;4;7;23
PE89;2/01/2018 10:54;Tecnología;5;35;15;4274;35;3;4
PS57;9/11/2017 19:23;Carnicería;11;20;40;488;46;31;19
PG54;25/09/2017 4:57;Salud;1;36;20;903;42;26;26
PG39;11/09/2017 7:56;Salud;19;12;36;3890;59;19;38
PT53;29/09/2017 21:31;Tarjetas regalo;33;27;36;365;54;32;17
PR66;3/05/2018 16:07;Frutas y verduras;37;21;37;1789;62;13;28
PG99;18/01/2018 20:42;Salud;13;34;36;1154;26;26;3
PQ32;22/01/2018 13:23;Lácteos;28;13;36;1885;45;2;4
PT39;17/07/2017 23:29;Tarjetas regalo;18;34;6;1418;20;5;28
PN60;30/01/2018 7:38;Dormitorio;36;2;38;6023;27;23;2
PJ70;14/07/2017 1:22;Mascotas;21;22;28;3940;7;44;37
PF70;25/10/2017 4:33;Muebles;17;0;3;164;23;23;30
PF48;21/01/2018 18:06;Muebles;16;6;18;597;13;2;10
PR73;24/03/2018 8:10;Frutas y verduras;24;0;15;2989;46;32;7
PE47;21/11/2017 18:49;Tecnología;16;1;3;1738;43;29;20
PM63;2/08/2017 3:07;Ferretería;31;12;27;793;30;15;13
PM87;28/11/2017 10:46;Ferretería;19;23;18;74;20;31;27
PK33;8/01/2018 7:20;Deportes;15;37;24;438;17;17;49
PM40;16/06/2018 11:10;Ferretería;25;30;39;2683;41;22;18
PK39;20/07/2017 7:56;Deportes;20;2;9;1700;62;0;32
PL57;22/09/2017 5:00;Libros;18;1;4;776;45;1;23
PG25;29/07/2017 22:20;Salud;17;23;37;1559;4;11;19
PE37;7/08/2017 12:00;Tecnología;39;40;9;705;24;23;34
PC35;30/07/2017 13:53;Ropa infantil;33;35;25;1942;26;10;13
PJ27;14/12/2017 19:07;Mascotas;11;2;37;45;5;12;19
PA67;26/04/2018 10:06;Electrodomésticos;31;34;3;8910;43;14;15
PI69;2/10/2017 15:25;Juguetes;18;17;24;4245;57;20;14
PL11;7/02/2018 8:04;Libros;33;20;2;147;17;26;17
PI51;29/08/2017 5:31;Juguetes;5;27;40;6181;37;13;31
PF30;1/08/2017 18:29;Muebles;12;35;19;710;51;20;27
PT59;1/03/2018 5:52;Tarjetas regalo;33;20;40;63;33;23;38
PM41;12/02/2018 20:37;Ferretería;19;5;31;371;7;16;18
PC12;7/08/2017 9:58;Ropa infantil;28;37;32;14;39;24;19
PQ49;13/06/2018 17:52;Lácteos;32;5;6;27;37;14;28
PC75;27/04/2018 4:01;Ropa infantil;35;3;31;10605;14;6;15
PO50;12/11/2017 18:54;Productos ecoamigables;20;28;22;1661;8;11;38
PE91;19/07/2017 15:54;Tecnología;26;30;7;5640;17;18;13
PQ20;17/06/2018 22:57;Lácteos;33;1;17;2107;30;12;23
PA38;13/08/2017 10:07;Electrodomésticos;40;37;17;1734;40;13;36
PL42;23/04/2018 18:00;Libros;7;4;18;241;19;0;12
PR80;6/08/2017 13:25;Frutas y verduras;19;13;37;185;35;27;15
PD97;20/06/2018 20:04;Celulares;13;27;22;2799;42;25;27
PL25;7/02/2018 15:51;Libros;27;17;29;80;6;29;6
PI66;15/12/2017 19:43;Juguetes;13;22;37;591;16;3;35
PL38;28/09/2017 20:16;Libros;32;25;23;4957;14;10;37
PR55;8/09/2017 13:12;Frutas y verduras;31;10;10;3945;27;14;16
PM14;9/04/2018 15:16;Ferretería;3;38;32;1517;30;7;31
PL41;3/09/2017 11:11;Libros;11;11;26;247;23;11;24
PC15;10/05/2018 10:52;Ropa infantil;26;14;35;1354;13;15;20
PE76;24/03/2018 8:40;Tecnología;24;6;31;1054;19;4;18
PS14;26/10/2017 22:17;Carnicería;2;3;40;179;37;1;19
PR29;2/09/2017 11:23;Frutas y verduras;10;22;1;6686;42;9;21
PT64;24/06/2018 12:08;Tarjetas regalo;27;19;35;383;35;25;9
PF79;22/02/2018 14:09;Muebles;23;5;32;1632;20;34;17
PI28;18/10/2017 12:15;Juguetes;7;36;21;2622;42;21;21
PP23;5/05/2018 21:24;Licor;11;25;37;474;18;9;16
PR80;9/03/2018 21:55;Frutas y verduras;1;18;11;1164;27;1;26
PS81;7/06/2018 20:41;Carnicería;23;28;7;126;37;1;25
PH54;6/12/2017 12:15;Bebés ;5;7;37;3153;42;20;19
PD51;19/08/2017 14:47;Celulares;33;29;36;25;35;8;42
PB66;17/03/2018 9:17;Ropa de adultos;3;5;16;729;36;15;18
PS88;21/01/2018 2:08;Carnicería;11;22;36;692;39;8;29
PB58;6/06/2018 0:43;Ropa de adultos;23;25;17;248;30;7;12
PE90;10/05/2018 17:54;Tecnología;39;36;15;722;21;35;24
PK23;31/10/2017 8:24;Deportes;2;35;12;464;29;9;42
PH91;29/08/2017 22:24;Bebés ;23;1;29;1188;20;20;14
PL25;18/09/2017 22:59;Libros;25;10;31;4593;46;22;28
PQ67;26/05/2018 5:26;Lácteos;2;16;29;379;46;7;1
PH24;7/12/2017 14:37;Bebés ;22;30;8;505;34;29;28
PA22;16/01/2018 18:15;Electrodomésticos;3;36;3;4142;26;18;10
PN74;5/11/2017 0:31;Dormitorio;3;29;20;2769;5;8;40
PB83;19/07/2017 11:57;Ropa de adultos;39;38;25;795;13;22;11
PM35;27/10/2017 14:11;Ferretería;33;32;34;2139;35;23;18
PC30;20/09/2017 5:30;Ropa infantil;4;30;13;3264;10;30;7
PC77;12/02/2018 7:00;Ropa infantil;33;14;29;1392;31;34;15
PB66;22/07/2017 11:12;Ropa de adultos;9;15;28;191;35;28;9
PR24;11/12/2017 16:38;Frutas y verduras;16;16;28;4790;34;2;20
PJ19;16/11/2017 9:56;Mascotas;26;36;31;1879;22;2;10
PI78;12/04/2018 21:38;Juguetes;23;8;19;1443;47;3;26
PL20;8/01/2018 13:02;Libros;9;24;3;85;30;7;2
PF90;2/09/2017 12:26;Muebles;32;16;22;510;32;30;21
PT84;6/10/2017 16:12;Tarjetas regalo;25;36;20;998;39;38;37
PB51;30/11/2017 6:31;Ropa de adultos;35;6;22;545;8;3;36
PO65;13/06/2018 7:41;Productos ecoamigables;31;37;17;3894;38;3;22
PH76;23/08/2017 8:49;Bebés ;13;1;2;1468;46;27;14
PS25;15/06/2018 2:40;Carnicería;27;23;21;1037;56;2;30
PN35;23/08/2017 23:06;Dormitorio;11;3;29;1849;35;37;12
PH30;13/04/2018 17:30;Bebés ;8;16;25;1467;6;35;19
PH30;9/05/2018 8:08;Bebés ;18;11;35;1016;5;17;0
PM17;14/07/2017 6:38;Ferretería;33;12;9;6380;0;16;6
PF49;4/01/2018 2:24;Muebles;20;16;40;1676;16;21;14
PB50;31/07/2017 4:12;Ropa de adultos;3;13;28;371;26;17;11
PS47;17/06/2018 2:34;Carnicería;17;36;37;464;55;2;10
PT50;25/03/2018 23:36;Tarjetas regalo;36;15;23;272;7;5;18
PB23;21/10/2017 19:55;Ropa de adultos;8;27;19;929;32;13;48
PO31;9/01/2018 8:57;Productos ecoamigables;7;11;36;4795;34;27;20
PC11;12/12/2017 19:19;Ropa infantil;18;18;6;291;9;13;29
PL83;4/08/2017 8:12;Libros;8;10;14;658;45;16;11
PA56;11/04/2018 17:15;Electrodomésticos;3;20;17;2504;23;5;24
PT36;31/03/2018 23:29;Tarjetas regalo;28;7;5;1148;21;8;18
PM16;15/01/2018 13:19;Ferretería;27;16;37;1954;43;7;6
PG39;16/11/2017 9:33;Salud;22;10;21;2450;66;8;25
PC62;12/11/2017 11:26;Ropa infantil;22;13;17;2910;9;1;16
PG64;12/11/2017 9:48;Salud;10;8;18;3809;2;19;24
PE43;20/07/2017 17:16;Tecnología;24;10;37;4977;59;15;22
PQ72;9/04/2018 3:12;Lácteos;29;1;13;2945;22;24;40
PK84;16/12/2017 9:06;Deportes;22;0;12;1895;48;25;13
PR31;5/01/2018 6:16;Frutas y verduras;22;4;0;731;32;11;27
PQ25;24/01/2018 13:14;Lácteos;0;22;8;527;30;31;15
PB40;10/03/2018 16:39;Ropa de adultos;8;25;8;672;42;19;26
PT32;27/07/2017 8:41;Tarjetas regalo;0;2;35;107;10;6;49
PT72;29/04/2018 10:45;Tarjetas regalo;27;24;38;414;65;13;31
PC41;14/05/2018 3:36;Ropa infantil;13;26;8;235;25;23;15
PS17;3/05/2018 6:13;Carnicería;38;27;13;604;17;42;26
PK33;23/07/2017 4:01;Deportes;5;11;28;3963;28;27;3
PT68;9/11/2017 18:34;Tarjetas regalo;15;2;17;2453;24;29;19
PA46;21/04/2018 17:07;Electrodomésticos;1;14;14;968;34;27;27
PP65;11/01/2018 23:13;Licor;20;8;38;5541;35;11;22
PJ21;13/03/2018 12:04;Mascotas;5;34;19;87;25;23;10
PH22;22/11/2017 23:26;Bebés ;17;20;24;59;30;4;22
PL87;4/08/2017 21:04;Libros;39;32;37;2236;29;7;31
PE92;11/03/2018 1:03;Tecnología;14;2;0;1664;10;11;26
PF54;13/10/2017 2:18;Muebles;36;32;26;2574;21;1;28
PI13;7/04/2018 13:17;Juguetes;29;37;1;996;38;18;19
PE86;15/09/2017 22:34;Tecnología;5;23;9;10;35;33;17
PR94;2/03/2018 20:35;Frutas y verduras;25;34;16;1547;64;1;21
PI67;28/11/2017 23:45;Juguetes;20;11;4;674;7;3;27
PI94;30/07/2017 7:25;Juguetes;7;11;0;128;70;10;38
PJ64;9/04/2018 19:22;Mascotas;28;19;38;2436;60;26;39
PM52;22/04/2018 1:41;Ferretería;33;16;11;1777;25;18;34
PS44;12/10/2017 8:12;Carnicería;27;17;16;2964;26;35;15
PO96;10/06/2018 7:59;Productos ecoamigables;19;26;21;910;17;20;49
